id,original,surface,pronunciation,type,category,org,debut_year,status,image,image_page,wikidata,channel,description,subscribers,subscribers_as_of,image_credit,image_usage,image_terms_page,scope,channel_shared
1008,甘狼このみ,甘狼,アマカミ,family,vtuber,NA,2022,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_63c9038a83.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_63c9038a83.svg,Q123415015,甘狼このみ / AmakamiKonomi🐺🍫,自作の2Dアバターを使用し、イラスト描画、雑談、ゲーム実況を主体とした生放送をYouTubeで配信している。,844000,2026-08-18,,,,japan,NA
1008,甘狼このみ,このみ,コノミ,given,vtuber,NA,2022,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_63c9038a83.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_63c9038a83.svg,Q123415015,甘狼このみ / AmakamiKonomi🐺🍫,自作の2Dアバターを使用し、イラスト描画、雑談、ゲーム実況を主体とした生放送をYouTubeで配信している。,844000,2026-08-18,,,,japan,NA
1008,甘狼このみ,甘狼このみ,アマカミコノミ,full,vtuber,NA,2022,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_63c9038a83.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_63c9038a83.svg,Q123415015,甘狼このみ / AmakamiKonomi🐺🍫,自作の2Dアバターを使用し、イラスト描画、雑談、ゲーム実況を主体とした生放送をYouTubeで配信している。,844000,2026-08-18,,,,japan,NA
1009,甲斐田晴,甲斐田,カイダ,family,vtuber,ROF-MAO/にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/79a8248101f24357ba2be23dc2c62b80/liver-full-body_Haru_Kaida.png.webp,https://www.nijisanji.jp/talents/l/haru-kaida,Q111011060,甲斐田 晴 / Kaida Haru【にじさんじ】,バーチャルライバー。,738000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1009,甲斐田晴,晴,ハル,given,vtuber,ROF-MAO/にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/79a8248101f24357ba2be23dc2c62b80/liver-full-body_Haru_Kaida.png.webp,https://www.nijisanji.jp/talents/l/haru-kaida,Q111011060,甲斐田 晴 / Kaida Haru【にじさんじ】,バーチャルライバー。,738000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1009,甲斐田晴,甲斐田晴,カイダハル,full,vtuber,ROF-MAO/にじさんじ,2020,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/79a8248101f24357ba2be23dc2c62b80/liver-full-body_Haru_Kaida.png.webp,https://www.nijisanji.jp/talents/l/haru-kaida,Q111011060,甲斐田 晴 / Kaida Haru【にじさんじ】,バーチャルライバー。,738000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1010,町田ちま,町田,マチタ,family,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/7aa64a981bfc4af480111bcb00e252c9/liver-full_body_Chima_Machita.png,https://www.nijisanji.jp/talents/l/chima-machita,Q110065620,町田ちま【にじさんじ】,バーチャルライバー。,917000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1010,町田ちま,ちま,チマ,given,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/7aa64a981bfc4af480111bcb00e252c9/liver-full_body_Chima_Machita.png,https://www.nijisanji.jp/talents/l/chima-machita,Q110065620,町田ちま【にじさんじ】,バーチャルライバー。,917000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1010,町田ちま,町田ちま,マチタチマ,full,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/7aa64a981bfc4af480111bcb00e252c9/liver-full_body_Chima_Machita.png,https://www.nijisanji.jp/talents/l/chima-machita,Q110065620,町田ちま【にじさんじ】,バーチャルライバー。,917000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1011,癒月ちょこ,癒月,ユヅキ,family,vtuber,ホロライブ2期生,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Yuzuki-Choco_pr-img_01.webp,https://hololive.hololivepro.com/talents/yuzuki-choco/,Q106833841,Choco Ch. 癒月ちょこ,バーチャルアイドル。,1120000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1011,癒月ちょこ,ちょこ,チョコ,given,vtuber,ホロライブ2期生,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Yuzuki-Choco_pr-img_01.webp,https://hololive.hololivepro.com/talents/yuzuki-choco/,Q106833841,Choco Ch. 癒月ちょこ,バーチャルアイドル。,1120000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1011,癒月ちょこ,癒月ちょこ,ユヅキチョコ,full,vtuber,ホロライブ2期生,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Yuzuki-Choco_pr-img_01.webp,https://hololive.hololivepro.com/talents/yuzuki-choco/,Q106833841,Choco Ch. 癒月ちょこ,バーチャルアイドル。,1120000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1012,白上フブキ,白上,シラカミ,family,vtuber,いろはにほへっと あやふぶみ/カバー株式会社/ホロライブ1期生/ホロライブゲーマーズ,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Shirakami-Fubuki_pr-img_01.webp,https://hololive.hololivepro.com/talents/shirakami-fubuki/,Q85323946,フブキCh。白上フブキ,バーチャルアイドル。,2670000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1012,白上フブキ,フブキ,フブキ,given,vtuber,いろはにほへっと あやふぶみ/カバー株式会社/ホロライブ1期生/ホロライブゲーマーズ,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Shirakami-Fubuki_pr-img_01.webp,https://hololive.hololivepro.com/talents/shirakami-fubuki/,Q85323946,フブキCh。白上フブキ,バーチャルアイドル。,2670000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1012,白上フブキ,白上フブキ,シラカミフブキ,full,vtuber,いろはにほへっと あやふぶみ/カバー株式会社/ホロライブ1期生/ホロライブゲーマーズ,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Shirakami-Fubuki_pr-img_01.webp,https://hololive.hololivepro.com/talents/shirakami-fubuki/,Q85323946,フブキCh。白上フブキ,バーチャルアイドル。,2670000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1013,白砂あやね,白砂,シラサ,family,vtuber,にじさんじ,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/a722cc16753b409e82d02161995c1dd4/liver-full-body_Ayane_Shirasa.png,https://www.nijisanji.jp/talents/l/ayane-shirasa,Q138141100,白砂あやね / Shirasa Ayane【にじさんじ】,バーチャルライバー。,130000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1013,白砂あやね,あやね,アヤネ,given,vtuber,にじさんじ,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/a722cc16753b409e82d02161995c1dd4/liver-full-body_Ayane_Shirasa.png,https://www.nijisanji.jp/talents/l/ayane-shirasa,Q138141100,白砂あやね / Shirasa Ayane【にじさんじ】,バーチャルライバー。,130000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1013,白砂あやね,白砂あやね,シラサアヤネ,full,vtuber,にじさんじ,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/a722cc16753b409e82d02161995c1dd4/liver-full-body_Ayane_Shirasa.png,https://www.nijisanji.jp/talents/l/ayane-shirasa,Q138141100,白砂あやね / Shirasa Ayane【にじさんじ】,バーチャルライバー。,130000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1014,白銀ノエル,白銀,シロガネ,family,vtuber,ホロライブ/ホロライブ3期生,2019,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Shirogane-Noel_pr-img_01.webp,https://hololive.hololivepro.com/talents/shirogane-noel/,Q99470410,Noel Ch. 白銀ノエル,バーチャルアイドル。,2050000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1014,白銀ノエル,ノエル,ノエル,given,vtuber,ホロライブ/ホロライブ3期生,2019,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Shirogane-Noel_pr-img_01.webp,https://hololive.hololivepro.com/talents/shirogane-noel/,Q99470410,Noel Ch. 白銀ノエル,バーチャルアイドル。,2050000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1014,白銀ノエル,白銀ノエル,シロガネノエル,full,vtuber,ホロライブ/ホロライブ3期生,2019,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Shirogane-Noel_pr-img_01.webp,https://hololive.hololivepro.com/talents/shirogane-noel/,Q99470410,Noel Ch. 白銀ノエル,バーチャルアイドル。,2050000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1015,百鬼あやめ,百鬼,ナキリ,family,vtuber,いろはにほへっと あやふぶみ/ホロライブ/ホロライブ2期生,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Nakiri-Ayame_pr-img_01.webp,https://hololive.hololivepro.com/talents/nakiri-ayame/,Q106714182,Nakiri Ayame Ch. 百鬼あやめ,バーチャルアイドル。,1720000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1015,百鬼あやめ,あやめ,アヤメ,given,vtuber,いろはにほへっと あやふぶみ/ホロライブ/ホロライブ2期生,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Nakiri-Ayame_pr-img_01.webp,https://hololive.hololivepro.com/talents/nakiri-ayame/,Q106714182,Nakiri Ayame Ch. 百鬼あやめ,バーチャルアイドル。,1720000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1015,百鬼あやめ,百鬼あやめ,ナキリアヤメ,full,vtuber,いろはにほへっと あやふぶみ/ホロライブ/ホロライブ2期生,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Nakiri-Ayame_pr-img_01.webp,https://hololive.hololivepro.com/talents/nakiri-ayame/,Q106714182,Nakiri Ayame Ch. 百鬼あやめ,バーチャルアイドル。,1720000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1016,社築,社,ヤシロ,family,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/def82e9e6aee4b5c90856ce8dc624116/liver-full-body_Kizuku_Yashiro.png,https://www.nijisanji.jp/talents/l/kizuku-yashiro,Q94695901,社築,ゲーム実況配信を主として活動している。,917000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1016,社築,築,キズク,given,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/def82e9e6aee4b5c90856ce8dc624116/liver-full-body_Kizuku_Yashiro.png,https://www.nijisanji.jp/talents/l/kizuku-yashiro,Q94695901,社築,ゲーム実況配信を主として活動している。,917000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1016,社築,社築,ヤシロキズク,full,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/def82e9e6aee4b5c90856ce8dc624116/liver-full-body_Kizuku_Yashiro.png,https://www.nijisanji.jp/talents/l/kizuku-yashiro,Q94695901,社築,ゲーム実況配信を主として活動している。,917000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1017,童田明治,童田明治,ワラベダメイジー,full,vtuber,Rain Drops/にじさんじ,2019,former,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_7728e098b1.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_7728e098b1.svg,Q96402386,童田明治-わらべだめいじー-,キャラクターデザインは萌木雄太が担当した。,216000,2026-08-18,,,,japan,NA
1018,笹木咲,笹木,ササキ,family,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/14949cf0ee014fc3be6f28e3d4a82377/liver-full-body_Saku_Sasaki.png,https://www.nijisanji.jp/talents/l/saku-sasaki,Q94332432,笹木咲 / Sasaki Saku,バーチャルライバー。,1000000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1018,笹木咲,咲,サク,given,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/14949cf0ee014fc3be6f28e3d4a82377/liver-full-body_Saku_Sasaki.png,https://www.nijisanji.jp/talents/l/saku-sasaki,Q94332432,笹木咲 / Sasaki Saku,バーチャルライバー。,1000000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1018,笹木咲,笹木咲,ササキサク,full,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/14949cf0ee014fc3be6f28e3d4a82377/liver-full-body_Saku_Sasaki.png,https://www.nijisanji.jp/talents/l/saku-sasaki,Q94332432,笹木咲 / Sasaki Saku,バーチャルライバー。,1000000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1019,紡音れい,紡音,ツムギネ,family,vtuber,NA,2019,former,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9be154fa60.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9be154fa60.svg,Q114816055,Rei Channel / 紡音れい,SHOWROOMなどのプラットフォームを中心に活動している。,23200,2026-08-18,,,,unknown,NA
1019,紡音れい,れい,レイ,given,vtuber,NA,2019,former,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9be154fa60.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9be154fa60.svg,Q114816055,Rei Channel / 紡音れい,SHOWROOMなどのプラットフォームを中心に活動している。,23200,2026-08-18,,,,unknown,NA
1019,紡音れい,紡音れい,ツムギネレイ,full,vtuber,NA,2019,former,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9be154fa60.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9be154fa60.svg,Q114816055,Rei Channel / 紡音れい,SHOWROOMなどのプラットフォームを中心に活動している。,23200,2026-08-18,,,,unknown,NA
1020,紫咲シオン,紫咲,ムラサキ,family,vtuber,ホロライブ2期生/ホロライブプロダクション,2018,former,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Murasaki-Shion_pr-img_01.png,https://hololive.hololivepro.com/talents/murasaki-shion/,Q106811363,Shion Ch. 紫咲シオン,元バーチャルYouTuber、バーチャルアイドル。,1300000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1020,紫咲シオン,シオン,シオン,given,vtuber,ホロライブ2期生/ホロライブプロダクション,2018,former,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Murasaki-Shion_pr-img_01.png,https://hololive.hololivepro.com/talents/murasaki-shion/,Q106811363,Shion Ch. 紫咲シオン,元バーチャルYouTuber、バーチャルアイドル。,1300000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1020,紫咲シオン,紫咲シオン,ムラサキシオン,full,vtuber,ホロライブ2期生/ホロライブプロダクション,2018,former,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Murasaki-Shion_pr-img_01.png,https://hololive.hololivepro.com/talents/murasaki-shion/,Q106811363,Shion Ch. 紫咲シオン,元バーチャルYouTuber、バーチャルアイドル。,1300000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
1021,結城さくな,結城,ユウキ,family,vtuber,NA,2022,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ea75e852b9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ea75e852b9.svg,Q130649443,Sakuna Ch. 結城さくな,個人バーチャルYouTuber（以下、VTuber）。,1080000,2026-08-18,,,,japan,NA
1021,結城さくな,さくな,サクナ,given,vtuber,NA,2022,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ea75e852b9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ea75e852b9.svg,Q130649443,Sakuna Ch. 結城さくな,個人バーチャルYouTuber（以下、VTuber）。,1080000,2026-08-18,,,,japan,NA
1021,結城さくな,結城さくな,ユウキサクナ,full,vtuber,NA,2022,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ea75e852b9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ea75e852b9.svg,Q130649443,Sakuna Ch. 結城さくな,個人バーチャルYouTuber（以下、VTuber）。,1080000,2026-08-18,,,,japan,NA
1022,緑仙,緑仙,リューシェン,full,vtuber,Rain Drops/にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/ca78a19194f5402491f74fc66ef9cc95/liver-full-body_Ryushen.png,https://www.nijisanji.jp/talents/l/ryushen,Q95483927,緑仙 / Ryushen,歌の動画や生配信など音楽活動が活発である。,806000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1023,織田信姫,織田,オダ,family,vtuber,NA,2018,former,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_08b3366820.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_08b3366820.svg,Q60478842,織田信姫,2018年4月13日に準備動画をアップロードし、4月15日に正式デビュー。,225000,2026-08-18,,,,japan,NA
1023,織田信姫,信姫,ノブヒメ,given,vtuber,NA,2018,former,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_08b3366820.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_08b3366820.svg,Q60478842,織田信姫,2018年4月13日に準備動画をアップロードし、4月15日に正式デビュー。,225000,2026-08-18,,,,japan,NA
1023,織田信姫,織田信姫,オダノブヒメ,full,vtuber,NA,2018,former,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_08b3366820.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_08b3366820.svg,Q60478842,織田信姫,2018年4月13日に準備動画をアップロードし、4月15日に正式デビュー。,225000,2026-08-18,,,,japan,NA
1024,胡桃のあ,胡桃のあ,クルミノア,full,vtuber,ぶいすぽっ!,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_28aa0fadba.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_28aa0fadba.svg,Q130443742,胡桃のあ,日本のバーチャルYoutuber（Vtuber）ストリーマーである。,806000,2026-08-18,,,,japan,NA
1025,花畑チャイカ,花畑チャイカ,ハナバタケチャイカ,full,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/0716d1972c5245c3b2b4d931b1dcf479/liver-full-body_Chaika_Hanabatake.png.webp,https://www.nijisanji.jp/talents/l/chaika-hanabatake,Q114398354,花畑チャイカ,にじさんじ所属のバーチャルライバー。,568000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1026,花譜,花譜,カフ,full,vtuber,V.W.P,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_8a241491ff.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_8a241491ff.svg,Q63142036,花譜 -KAF-,自ら楽曲を制作するバーチャルシンガーソングライターでもある。,1080000,2026-08-18,,,,japan,NA
1027,茨ひより,茨,イバラ,family,vtuber,茨城県庁,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_7274ccffc6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_7274ccffc6.svg,Q60986749,いばキラTV - IBAKIRA TV -,愛称はひよりん。,195000,2026-08-18,,,,unknown,no
1027,茨ひより,ひより,ヒヨリ,given,vtuber,茨城県庁,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_7274ccffc6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_7274ccffc6.svg,Q60986749,いばキラTV - IBAKIRA TV -,愛称はひよりん。,195000,2026-08-18,,,,unknown,no
1027,茨ひより,茨ひより,イバラヒヨリ,full,vtuber,茨城県庁,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_7274ccffc6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_7274ccffc6.svg,Q60986749,いばキラTV - IBAKIRA TV -,愛称はひよりん。,195000,2026-08-18,,,,unknown,no
1028,荻野稔,荻野,オギノ,family,vtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_28382f8a5c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_28382f8a5c.svg,Q97275466,おぎの稔 MinoriOgino 議員系Vtuber【大田区】,政治家、同人作家、バーチャルYouTuber。,17500,2026-08-18,,,,japan,NA
1028,荻野稔,稔,ミノル,given,vtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_28382f8a5c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_28382f8a5c.svg,Q97275466,おぎの稔 MinoriOgino 議員系Vtuber【大田区】,政治家、同人作家、バーチャルYouTuber。,17500,2026-08-18,,,,japan,NA
1028,荻野稔,荻野稔,オギノミノル,full,vtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_28382f8a5c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_28382f8a5c.svg,Q97275466,おぎの稔 MinoriOgino 議員系Vtuber【大田区】,政治家、同人作家、バーチャルYouTuber。,17500,2026-08-18,,,,japan,NA
1029,葛葉,葛葉,クズハ,full,vtuber,ChroNoiR/にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/026e3370bbd1436c8f6800abfd151caa/liver-full-body_Kuzuha.png,https://www.nijisanji.jp/talents/l/kuzuha,Q108069183,Kuzuha Channel,歌手としても活動している。,2200000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1030,蘭茶みすみ,蘭茶,ランチャ,family,vtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_4fa4835e44.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_4fa4835e44.svg,Q131929959,蘭茶みすみ - LANCIA MISUMI 【マイノリティメタバースアイドルチャンネル】,メタバースアイドル、ジャーナリスト。,1420,2026-08-18,,,,japan,no
1030,蘭茶みすみ,みすみ,ミスミ,given,vtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_4fa4835e44.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_4fa4835e44.svg,Q131929959,蘭茶みすみ - LANCIA MISUMI 【マイノリティメタバースアイドルチャンネル】,メタバースアイドル、ジャーナリスト。,1420,2026-08-18,,,,japan,no
1030,蘭茶みすみ,蘭茶みすみ,ランチャミスミ,full,vtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_4fa4835e44.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_4fa4835e44.svg,Q131929959,蘭茶みすみ - LANCIA MISUMI 【マイノリティメタバースアイドルチャンネル】,メタバースアイドル、ジャーナリスト。,1420,2026-08-18,,,,japan,no
1031,蝸堂みかる,蝸堂,カドウ,family,vtuber,にじさんじ/バーチャル・タレント・アカデミー,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/7c6a2292375d42b28ca241115715fcba/liver-full-body_Mikaru_Kadou.png,https://www.nijisanji.jp/talents/l/mikaru-kadou,Q138642408,蝸堂みかる / Kadou Mikaru【にじさんじ】,バーチャルライバー。,124000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1031,蝸堂みかる,みかる,ミカル,given,vtuber,にじさんじ/バーチャル・タレント・アカデミー,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/7c6a2292375d42b28ca241115715fcba/liver-full-body_Mikaru_Kadou.png,https://www.nijisanji.jp/talents/l/mikaru-kadou,Q138642408,蝸堂みかる / Kadou Mikaru【にじさんじ】,バーチャルライバー。,124000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
1031,蝸堂みかる,蝸堂みかる,カドウミカル,full,vtuber,にじさんじ/バーチャル・タレント・アカデミー,2025,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/7c6a2292375d42b28ca241115715fcba/liver-full-body_Mikaru_Kadou.png,https://www.nijisanji.jp/talents/l/mikaru-kadou,Q138642408,蝸堂みかる / Kadou Mikaru【にじさんじ】,バーチャルライバー。,124000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
